
Host: node35.bme.utexas.edu

Timers On : Mon Oct  5 15:26:23 2020
Timers Off: Mon Oct  5 15:26:47 2020

Wall Time:       24.38 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
JK: (Q|mn)                          :      0.067u      0.000s      0.006w      3 calls
JK: (A|mn)^L                        :      0.333u      0.017s      0.026w      3 calls
JK: (A|Q)^-1                        :      7.517u      0.600s      0.609w      3 calls
JK: (Q|mn)^L                        :      0.050u      0.033s      0.008w      3 calls
JK: (A|mn)^R                        :      0.383u      0.000s      0.028w      3 calls
HF: Form core H                     :      0.883u      0.100s      0.083w      3 calls
HF: Form S/X                        :      0.050u      0.000s      0.003w      3 calls
HF: Guess                           :      9.883u      0.750s      0.832w      3 calls
SAD Guess                           :      9.700u      0.750s      0.816w      1 calls
HF: Form G                          :     27.883u      0.467s      2.131w     31 calls
RV: Form V                          :     26.200u      0.350s      1.992w     31 calls
Properties                          :      3.380p                          35820 calls
Functional                          :     10.722p                          35820 calls
V_xc                                :      3.135p                          32660 calls
JK: D                               :      0.000u      0.000s      0.001w     31 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     31 calls
JK: JK                              :      1.633u      0.100s      0.129w     31 calls
JK: J                               :      0.117u      0.033s      0.014w     31 calls
JK: J1                              :      0.050u      0.033s      0.007w     31 calls
JK: J2                              :      0.033u      0.000s      0.005w     31 calls
JK: K                               :      0.383u      0.000s      0.029w     31 calls
JK: K1                              :      0.250u      0.000s      0.016w     31 calls
JK: K2                              :      0.100u      0.000s      0.012w     31 calls
JK: wK                              :      0.850u      0.050s      0.066w     62 calls
JK: wK1                             :      0.650u      0.050s      0.048w    124 calls
JK: wK2                             :      0.133u      0.000s      0.015w     62 calls
JK: AO2USO                          :      0.017u      0.000s      0.000w     31 calls
HF: Form F                          :      0.017u      0.000s      0.001w     31 calls
HF: Form D                          :      0.000u      0.000s      0.001w     31 calls
HF: DIIS                            :      0.667u      0.050s      0.053w     30 calls
DIISManager::add_entry              :      0.217u      0.017s      0.022w     28 calls
DIISManager::extrapolate            :      0.167u      0.017s      0.010w     28 calls
bMatrix setup                       :      0.050u      0.017s      0.003w     28 calls
bMatrix pseudoinverse               :      0.050u      0.000s      0.004w     28 calls
New vector                          :      0.033u      0.000s      0.002w     28 calls
HF: Form C                          :      0.200u      0.000s      0.015w     30 calls
Grad: V T Perturb                   :      7.733u      0.933s      0.651w      3 calls
Grad: S                             :      0.033u      0.017s      0.004w      3 calls
Grad: JK                            :     33.050u      2.400s      2.778w      3 calls
JKGrad: Amn                         :      6.100u      0.417s      0.586w      3 calls
JKGrad: Awmn                        :      1.100u      0.017s      0.086w      3 calls
JKGrad: AB                          :      7.700u      0.700s      0.629w      3 calls
JKGrad: UV                          :      0.067u      0.000s      0.006w      3 calls
JKGrad: ABx                         :      6.767u      0.517s      0.546w      3 calls
JKGrad: Amnx                        :      8.933u      0.567s      0.724w      3 calls
Grad: XC                            :      4.383u      0.150s      0.339w      3 calls
V_xc gradient                       :      0.660p                           3160 calls

--------------------------------------------------------------------------------------
V: Grid                             :      2.983u      0.233s      0.246w      3 calls
JK: (A|mn)                          :      0.867u      0.000s      0.064w      3 calls
JK: (A|Q)^-1/2                      :      7.550u      0.617s      0.613w      3 calls
JK: (Q|mn)                          :      0.067u      0.000s      0.006w      3 calls
JK: (A|mn)^L                        :      0.333u      0.017s      0.026w      3 calls
JK: (A|Q)^-1                        :      7.517u      0.600s      0.609w      3 calls
JK: (Q|mn)^L                        :      0.050u      0.033s      0.008w      3 calls
JK: (A|mn)^R                        :      0.383u      0.000s      0.028w      3 calls
HF: Form core H                     :      0.883u      0.100s      0.083w      3 calls
HF: Form S/X                        :      0.050u      0.000s      0.003w      3 calls
HF: Guess                           :      9.883u      0.750s      0.832w      3 calls
| SAD Guess                         :      9.700u      0.750s      0.816w      1 calls
HF: Form G                          :     27.883u      0.467s      2.131w     31 calls
| RV: Form V                        :     26.200u      0.350s      1.992w     31 calls
| | Properties                      :      2.609p                          32660 calls
| | Functional                      :      9.791p                          32660 calls
